codigo municipio,id_provincia,nombre,slug,provincia,ccaa,lon,lat
12009,12,Almazora/Almassora,almazora-almassora,Castellón/Castelló,Comunidad Valenciana,-0.0629989,39.9478425,
12010,12,Almedíjar,almedijar,Castellón/Castelló,Comunidad Valenciana,-0.4092783,39.8723003,
12011,12,Almenara,almenara,Castellón/Castelló,Comunidad Valenciana,-0.2232937,39.753449,
12901,12,Alquerías del Niño Perdido,alquerias-del-nino-perdido,Castellón/Castelló,Comunidad Valenciana,-0.1147287,39.8972101,
12012,12,Altura,altura,Castellón/Castelló,Comunidad Valenciana,-0.5129437,39.8507919,
12013,12,Arañuel,aranuel,Castellón/Castelló,Comunidad Valenciana,-0.4814999,40.0706429,
12014,12,Ares del Maestrat,ares-del-maestrat,Castellón/Castelló,Comunidad Valenciana,-0.1317823,40.4563558,
12015,12,Argelita,argelita,Castellón/Castelló,Comunidad Valenciana,-0.3504199,40.0541311,
12016,12,Artana,artana,Castellón/Castelló,Comunidad Valenciana,-0.2567233,39.8904109,
12001,12,Atzeneta del Maestrat,atzeneta-del-maestrat,Castellón/Castelló,Comunidad Valenciana,-0.1708686,40.2163493,
12017,12,Ayódar,ayodar,Castellón/Castelló,Comunidad Valenciana,-0.3754239,39.999234,
12018,12,Azuébar,azuebar,Castellón/Castelló,Comunidad Valenciana,-0.3686027,39.8344429,
12020,12,Barracas,barracas,Castellón/Castelló,Comunidad Valenciana,-0.6977685,40.0166672,
12022,12,Bejís,bejis,Castellón/Castelló,Comunidad Valenciana,-0.7069702,39.9098511,
12024,12,Benafer,benafer,Castellón/Castelló,Comunidad Valenciana,-0.5772118,39.9355133,
12025,12,Benafigos,benafigos,Castellón/Castelló,Comunidad Valenciana,-0.2087151,40.2765053,
12026,12,Benasal,benasal,Castellón/Castelló,Comunidad Valenciana,-0.141951,40.3797068,
12027,12,Benicarló,benicarlo,Castellón/Castelló,Comunidad Valenciana,0.4243013,40.4126493,
12028,12,Benicasim/Benicàssim,benicasim-benicassim,Castellón/Castelló,Comunidad Valenciana,0.0641504,40.055385,
12029,12,Benlloch,benlloch,Castellón/Castelló,Comunidad Valenciana,0.0268202,40.2105043,
12021,12,Betxí,betxi,Castellón/Castelló,Comunidad Valenciana,-0.1986798,39.9271423,
12032,12,Borriana/Burriana,borriana-burriana,Castellón/Castelló,Comunidad Valenciana,-0.0848302,39.8895925,
12031,12,Borriol,borriol,Castellón/Castelló,Comunidad Valenciana,-0.071173,40.0414979,
12033,12,Cabanes,cabanes-castellon,Castellón/Castelló,Comunidad Valenciana,0.0444625,40.1552893,
12034,12,Càlig,calig,Castellón/Castelló,Comunidad Valenciana,0.3550837,40.4618491,
12036,12,Canet lo Roig,canet-lo-roig,Castellón/Castelló,Comunidad Valenciana,0.2438172,40.5512368,
12037,12,Castell de Cabres,castell-de-cabres,Castellón/Castelló,Comunidad Valenciana,0.0427171,40.6608486,
12038,12,Castellfort,castellfort,Castellón/Castelló,Comunidad Valenciana,-0.1898929,40.5004748,
12039,12,Castellnovo,castellnovo,Castellón/Castelló,Comunidad Valenciana,-0.4579028,39.8615122,
12040,12,Castellón de la Plana/Castelló de la Plana,castellon-de-la-plana-castello-de-la-plana,Castellón/Castelló,Comunidad Valenciana,-0.0513246,39.9863563,
12041,12,Castillo de Villamalefa,castillo-de-villamalefa,Castellón/Castelló,Comunidad Valenciana,-0.3792495,40.1302553,
12042,12,Catí,cati,Castellón/Castelló,Comunidad Valenciana,0.0227376,40.4713618,
12043,12,Caudiel,caudiel,Castellón/Castelló,Comunidad Valenciana,-0.5677485,39.9484008,
12044,12,Cervera del Maestre,cervera-del-maestre,Castellón/Castelló,Comunidad Valenciana,0.2759465,40.4546831,
12053,12,Chilches/Xilxes,chilches-xilxes,Castellón/Castelló,Comunidad Valenciana,-0.19019,39.782669,
12055,12,Chodos/Xodos,chodos-xodos,Castellón/Castelló,Comunidad Valenciana,-0.2869518,40.2449792,
12056,12,Chóvar,chovar,Castellón/Castelló,Comunidad Valenciana,-0.3202624,39.8510218,
12045,12,Cinctorres,cinctorres,Castellón/Castelló,Comunidad Valenciana,-0.2168597,40.5837464,
12046,12,Cirat,cirat,Castellón/Castelló,Comunidad Valenciana,-0.4638008,40.0540547,
12048,12,Cortes de Arenoso,cortes-de-arenoso,Castellón/Castelló,Comunidad Valenciana,-0.5426226,40.1871843,
12049,12,Costur,costur,Castellón/Castelló,Comunidad Valenciana,-0.173496,40.1201826,
12050,12,"Coves de Vinromà, les",coves-de-vinroma-les,Castellón/Castelló,Comunidad Valenciana,-0.0419601,39.97961,
12051,12,Culla,culla,Castellón/Castelló,Comunidad Valenciana,-0.1648125,40.3374631,
12057,12,Eslida,eslida,Castellón/Castelló,Comunidad Valenciana,-0.3072152,39.8812914,
12058,12,Espadilla,espadilla,Castellón/Castelló,Comunidad Valenciana,-0.3557135,40.0265515,
12059,12,Fanzara,fanzara,Castellón/Castelló,Comunidad Valenciana,-0.3157348,40.0189724,
12060,12,Figueroles,figueroles,Castellón/Castelló,Comunidad Valenciana,-0.2367794,40.1175103,
12061,12,Forcall,forcall,Castellón/Castelló,Comunidad Valenciana,-0.2004374,40.645299,
12063,12,Fuente la Reina,fuente-la-reina,Castellón/Castelló,Comunidad Valenciana,-0.6094629,40.0633152,
12064,12,Fuentes de Ayódar,fuentes-de-ayodar,Castellón/Castelló,Comunidad Valenciana,-0.4204714,40.021206,
12065,12,Gaibiel,gaibiel,Castellón/Castelló,Comunidad Valenciana,-0.4968455,39.9256093,
12067,12,Geldo,geldo,Castellón/Castelló,Comunidad Valenciana,-0.46734,39.8370392,
12068,12,Herbés,herbes,Castellón/Castelló,Comunidad Valenciana,-0.0040801,40.7202927,
12069,12,Higueras,higueras,Castellón/Castelló,Comunidad Valenciana,-0.5018637,39.9843231,
12070,12,"Jana, la",jana-la,Castellón/Castelló,Comunidad Valenciana,-0.0538631,39.9970758,
12071,12,Jérica,jerica,Castellón/Castelló,Comunidad Valenciana,-0.5718884,39.9117766,
12074,12,"Llosa, la",llosa-la,Castellón/Castelló,Comunidad Valenciana,-0.0290045,39.9802212,
12072,12,Lucena del Cid,lucena-del-cid,Castellón/Castelló,Comunidad Valenciana,-0.281068,40.1368846,
12073,12,Ludiente,ludiente,Castellón/Castelló,Comunidad Valenciana,-0.3715988,40.0873812,
12075,12,"Mata de Morella, la",mata-de-morella-la,Castellón/Castelló,Comunidad Valenciana,-0.0492281,39.9841053,
12076,12,Matet,matet,Castellón/Castelló,Comunidad Valenciana,-0.4682248,39.9382501,
12077,12,Moncofa,moncofa,Castellón/Castelló,Comunidad Valenciana,-0.1470569,39.8088264,
12078,12,Montán,montan,Castellón/Castelló,Comunidad Valenciana,-0.5550358,40.0353879,
12079,12,Montanejos,montanejos,Castellón/Castelló,Comunidad Valenciana,-0.5238464,40.0683313,
12080,12,Morella,morella,Castellón/Castelló,Comunidad Valenciana,-0.1015492,40.6181387,
12081,12,Navajas,navajas,Castellón/Castelló,Comunidad Valenciana,-0.506292,39.8767397,
12082,12,Nules,nules,Castellón/Castelló,Comunidad Valenciana,-0.1553504,39.8539503,
12083,12,Olocau del Rey,olocau-del-rey,Castellón/Castelló,Comunidad Valenciana,-0.3401287,40.6373591,
12084,12,Onda,onda,Castellón/Castelló,Comunidad Valenciana,-0.2625949,39.96513,
12085,12,Oropesa del Mar/Orpesa,oropesa-del-mar-orpesa,Castellón/Castelló,Comunidad Valenciana,0.1424781,40.0914103,
12087,12,Palanques,palanques,Castellón/Castelló,Comunidad Valenciana,-0.1792049,40.7177779,
12088,12,Pavías,pavias,Castellón/Castelló,Comunidad Valenciana,-0.4817949,39.9734996,
12089,12,Peníscola/Peñíscola,peniscola-peniscola,Castellón/Castelló,Comunidad Valenciana,0.3913172,40.3668829,
12090,12,Pina de Montalgrao,pina-de-montalgrao,Castellón/Castelló,Comunidad Valenciana,-0.6544804,40.0201249,
12093,12,"Pobla de Benifassà, la",pobla-de-benifassa-la,Castellón/Castelló,Comunidad Valenciana,0.1568135,40.6564686,
12094,12,"Pobla Tornesa, la",pobla-tornesa-la,Castellón/Castelló,Comunidad Valenciana,-0.0918561,39.9669592,
12091,12,Portell de Morella,portell-de-morella,Castellón/Castelló,Comunidad Valenciana,-0.262591,40.5333989,
12092,12,Puebla de Arenoso,puebla-de-arenoso,Castellón/Castelló,Comunidad Valenciana,-0.5922985,40.1043981,
12095,12,Ribesalbes,ribesalbes,Castellón/Castelló,Comunidad Valenciana,-0.2778515,40.0238782,
12096,12,Rossell,rossell,Castellón/Castelló,Comunidad Valenciana,0.2203627,40.617339,
12097,12,Sacañet,sacanet,Castellón/Castelló,Comunidad Valenciana,-0.7149781,39.8515378,
12098,12,"Salzadella, la",salzadella-la,Castellón/Castelló,Comunidad Valenciana,-0.0943691,39.9658639,
12101,12,San Rafael del Río,san-rafael-del-rio,Castellón/Castelló,Comunidad Valenciana,0.3470531,40.6061087,
12902,12,Sant Joan de Moró,sant-joan-de-moro,Castellón/Castelló,Comunidad Valenciana,-0.1389682,40.0593823,
12099,12,Sant Jordi/San Jorge,sant-jordi-san-jorge,Castellón/Castelló,Comunidad Valenciana,0.3321829,40.5095107,
12100,12,Sant Mateu,sant-mateu,Castellón/Castelló,Comunidad Valenciana,0.1787657,40.4654987,
12102,12,Santa Magdalena de Pulpis,santa-magdalena-de-pulpis,Castellón/Castelló,Comunidad Valenciana,0.3031531,40.3563784,
12104,12,Segorbe,segorbe,Castellón/Castelló,Comunidad Valenciana,-0.4903524,39.8491635,
12103,12,"Serratella, la",serratella-la,Castellón/Castelló,Comunidad Valenciana,-0.094854,39.8500428,
12105,12,Sierra Engarcerán,sierra-engarceran,Castellón/Castelló,Comunidad Valenciana,-0.0191338,40.2694151,
12106,12,Soneja,soneja,Castellón/Castelló,Comunidad Valenciana,-0.4301942,39.8172408,
12107,12,Sot de Ferrer,sot-de-ferrer,Castellón/Castelló,Comunidad Valenciana,-0.4107509,39.8050856,
12108,12,Sueras/Suera,sueras-suera,Castellón/Castelló,Comunidad Valenciana,-0.3327795,39.9528406,
12109,12,Tales,tales,Castellón/Castelló,Comunidad Valenciana,-0.3072152,39.9480961,
12110,12,Teresa,teresa,Castellón/Castelló,Comunidad Valenciana,-0.6577402,39.900402,
12111,12,Tírig,tirig,Castellón/Castelló,Comunidad Valenciana,0.0775967,40.4229533,
12112,12,Todolella,todolella,Castellón/Castelló,Comunidad Valenciana,-0.2461635,40.6464799,
12113,12,Toga,toga,Castellón/Castelló,Comunidad Valenciana,-0.3660088,40.0415849,
12114,12,Torás,toras,Castellón/Castelló,Comunidad Valenciana,-0.6850145,39.9195161,
12115,12,"Toro, El",toro-el,Castellón/Castelló,Comunidad Valenciana,-0.054478,39.9675433,
12116,12,Torralba del Pinar,torralba-del-pinar,Castellón/Castelló,Comunidad Valenciana,-0.4381511,39.9890714,
12119,12,"Torre d'En Besora, la",torre-d-en-besora-la,Castellón/Castelló,Comunidad Valenciana,-0.0792769,40.3268392,
12120,12,"Torre d'en Doménec, la",torre-d-en-domenec-la,Castellón/Castelló,Comunidad Valenciana,0.0708083,40.2628904,
12117,12,Torreblanca,torreblanca,Castellón/Castelló,Comunidad Valenciana,0.1951319,40.2201804,
12118,12,Torrechiva,torrechiva,Castellón/Castelló,Comunidad Valenciana,-0.3974996,40.0494935,
12121,12,Traiguera,traiguera,Castellón/Castelló,Comunidad Valenciana,0.2895943,40.5244341,
12122,12,"Useras/Useres, les",useras-useres-les,Castellón/Castelló,Comunidad Valenciana,-0.1676417,40.1585889,
12124,12,Vall d'Alba,vall-d-alba,Castellón/Castelló,Comunidad Valenciana,-0.0361533,40.1746959,
12125,12,Vall de Almonacid,vall-de-almonacid,Castellón/Castelló,Comunidad Valenciana,-0.4571987,39.9036096,
12126,12,"Vall d'Uixó, la",vall-d-uixo-la,Castellón/Castelló,Comunidad Valenciana,-0.047875,39.992774,
12123,12,Vallat,vallat,Castellón/Castelló,Comunidad Valenciana,-0.3368949,40.0304543,
12127,12,Vallibona,vallibona,Castellón/Castelló,Comunidad Valenciana,0.0463641,40.6032547,
12128,12,Vilafamés,vilafames,Castellón/Castelló,Comunidad Valenciana,-0.0519082,40.1138985,
12132,12,Vilanova d'Alcolea,vilanova-d-alcolea,Castellón/Castelló,Comunidad Valenciana,0.0727328,40.2315585,
12134,12,Vilar de Canes,vilar-de-canes,Castellón/Castelló,Comunidad Valenciana,-0.0662099,40.3582789,
12135,12,Vila-real,vila-real,Castellón/Castelló,Comunidad Valenciana,-0.1005932,39.9397706,
12136,12,"Vilavella, la",vilavella-la,Castellón/Castelló,Comunidad Valenciana,-0.0293135,39.9900597,
12129,12,Villafranca del Cid/Vilafranca,villafranca-del-cid-vilafranca,Castellón/Castelló,Comunidad Valenciana,-0.2576419,40.4297868,
12130,12,Villahermosa del Río,villahermosa-del-rio,Castellón/Castelló,Comunidad Valenciana,-0.4178201,40.2027247,
12131,12,Villamalur,villamalur,Castellón/Castelló,Comunidad Valenciana,-0.3952557,39.9644907,
12133,12,Villanueva de Viver,villanueva-de-viver,Castellón/Castelló,Comunidad Valenciana,-0.6479616,40.0599033,
12137,12,Villores,villores,Castellón/Castelló,Comunidad Valenciana,-0.2004374,40.6757461,
12138,12,Vinaròs,vinaros,Castellón/Castelló,Comunidad Valenciana,0.4747301,40.4679855,
12139,12,Vistabella del Maestrat,vistabella-del-maestrat,Castellón/Castelló,Comunidad Valenciana,-0.2931178,40.2938137,
12140,12,Viver,viver,Castellón/Castelló,Comunidad Valenciana,-0.5979205,39.9219229,
12052,12,Xert,xert,Castellón/Castelló,Comunidad Valenciana,0.1582766,40.5183293,
12141,12,Zorita del Maestrazgo,zorita-del-maestrazgo,Castellón/Castelló,Comunidad Valenciana,-0.1665442,40.7287627,
12142,12,Zucaina,zucaina,Castellón/Castelló,Comunidad Valenciana,-0.4189984,40.132359,
13001,13,Abenójar,abenojar,Ciudad Real,Castilla - La Mancha,-4.3552284,38.8792998,
13002,13,Agudo,agudo,Ciudad Real,Castilla - La Mancha,-4.8702156,38.9827178,
13003,13,Alamillo,alamillo,Ciudad Real,Castilla - La Mancha,-4.7901306,38.6782548,
13004,13,Albaladejo,albaladejo,Ciudad Real,Castilla - La Mancha,-2.8091095,38.6180748,
13005,13,Alcázar de San Juan,alcazar-de-san-juan,Ciudad Real,Castilla - La Mancha,-3.2100984,39.3900748,
13006,13,Alcoba,alcoba,Ciudad Real,Castilla - La Mancha,-4.4780447,39.2600535,
13007,13,Alcolea de Calatrava,alcolea-de-calatrava,Ciudad Real,Castilla - La Mancha,-4.1168383,38.9869438,
13008,13,Alcubillas,alcubillas,Ciudad Real,Castilla - La Mancha,-3.1340551,38.7538295,
13009,13,Aldea del Rey,aldea-del-rey,Ciudad Real,Castilla - La Mancha,-3.8388132,38.7380993,
13010,13,Alhambra,alhambra,Ciudad Real,Castilla - La Mancha,-3.0518487,38.8992926,
13011,13,Almadén,almaden,Ciudad Real,Castilla - La Mancha,-4.8326215,38.7744644,
13012,13,Almadenejos,almadenejos,Ciudad Real,Castilla - La Mancha,-4.7115871,38.738266,
13013,13,Almagro,almagro,Ciudad Real,Castilla - La Mancha,-3.7117806,38.8884312,
13014,13,Almedina,almedina,Ciudad Real,Castilla - La Mancha,-2.9544372,38.6243347,
13015,13,Almodóvar del Campo,almodovar-del-campo,Ciudad Real,Castilla - La Mancha,-4.1756947,38.7082796,
13016,13,Almuradiel,almuradiel,Ciudad Real,Castilla - La Mancha,-3.4965553,38.5130775,
13017,13,Anchuras,anchuras,Ciudad Real,Castilla - La Mancha,-4.8371574,39.4798078,
13903,13,Arenales de San Gregorio,arenales-de-san-gregorio,Ciudad Real,Castilla - La Mancha,-3.0269546,39.3092907,
13018,13,Arenas de San Juan,arenas-de-san-juan,Ciudad Real,Castilla - La Mancha,-3.5016088,39.2175581,
13019,13,Argamasilla de Alba,argamasilla-de-alba,Ciudad Real,Castilla - La Mancha,-3.0951959,39.1264201,
13020,13,Argamasilla de Calatrava,argamasilla-de-calatrava,Ciudad Real,Castilla - La Mancha,-4.0784894,38.7273897,
13021,13,Arroba de los Montes,arroba-de-los-montes,Ciudad Real,Castilla - La Mancha,-4.5431032,39.1531377,
13022,13,Ballesteros de Calatrava,ballesteros-de-calatrava,Ciudad Real,Castilla - La Mancha,-3.945765,38.8338122,
13023,13,Bolaños de Calatrava,bolanos-de-calatrava,Ciudad Real,Castilla - La Mancha,-3.664859,38.9068623,
13024,13,Brazatortas,brazatortas,Ciudad Real,Castilla - La Mancha,-4.2942469,38.6588764,
13025,13,Cabezarados,cabezarados,Ciudad Real,Castilla - La Mancha,-4.2987379,38.8448722,
13026,13,Cabezarrubias del Puerto,cabezarrubias-del-puerto,Ciudad Real,Castilla - La Mancha,-4.1839578,38.6155057,
13027,13,Calzada de Calatrava,calzada-de-calatrava,Ciudad Real,Castilla - La Mancha,-3.7714464,38.6997514,
13028,13,Campo de Criptana,campo-de-criptana,Ciudad Real,Castilla - La Mancha,-3.1252777,39.4006055,
13029,13,Cañada de Calatrava,canada-de-calatrava,Ciudad Real,Castilla - La Mancha,-4.0206998,38.8544247,
13030,13,Caracuel de Calatrava,caracuel-de-calatrava,Ciudad Real,Castilla - La Mancha,-4.0634771,38.8451198,
13031,13,Carrión de Calatrava,carrion-de-calatrava,Ciudad Real,Castilla - La Mancha,-3.8184667,39.0178921,
13032,13,Carrizosa,carrizosa,Ciudad Real,Castilla - La Mancha,-2.9919325,38.8405154,
13033,13,Castellar de Santiago,castellar-de-santiago,Ciudad Real,Castilla - La Mancha,-3.2772247,38.537768,
13038,13,Chillón,chillon,Ciudad Real,Castilla - La Mancha,-4.8663254,38.7965593,
13034,13,Ciudad Real,ciudad-real,Ciudad Real,Castilla - La Mancha,-3.9273778,38.9848295,
13035,13,Corral de Calatrava,corral-de-calatrava,Ciudad Real,Castilla - La Mancha,-4.0810451,38.8578812,
13036,13,"Cortijos, Los",cortijos-los,Ciudad Real,Castilla - La Mancha,-4.0519386,39.3144644,
13037,13,Cózar,cozar,Ciudad Real,Castilla - La Mancha,-3.0713944,38.658662,
13039,13,Daimiel,daimiel,Ciudad Real,Castilla - La Mancha,-3.6141819,39.0699215,
13040,13,Fernán Caballero,fernan-caballero,Ciudad Real,Castilla - La Mancha,-3.9018185,39.1233286,
13041,13,Fontanarejo,fontanarejo,Ciudad Real,Castilla - La Mancha,-4.5166838,39.2183803,
13042,13,Fuencaliente,fuencaliente,Ciudad Real,Castilla - La Mancha,-4.3038709,38.4048879,
13043,13,Fuenllana,fuenllana,Ciudad Real,Castilla - La Mancha,-2.9588101,38.7557674,
13044,13,Fuente el Fresno,fuente-el-fresno,Ciudad Real,Castilla - La Mancha,-3.7752572,39.227199,
13045,13,Granátula de Calatrava,granatula-de-calatrava,Ciudad Real,Castilla - La Mancha,-3.7422395,38.7987129,
13046,13,Guadalmez,guadalmez,Ciudad Real,Castilla - La Mancha,-4.970158,38.7269247,
13047,13,Herencia,herencia,Ciudad Real,Castilla - La Mancha,-3.356525,39.3682936,
13048,13,Hinojosas de Calatrava,hinojosas-de-calatrava,Ciudad Real,Castilla - La Mancha,-4.1382793,38.6140029,
13049,13,Horcajo de los Montes,horcajo-de-los-montes,Ciudad Real,Castilla - La Mancha,-4.6489096,39.3278354,
13050,13,"Labores, Las",labores-las,Ciudad Real,Castilla - La Mancha,-3.5193001,39.2741004,
13904,13,Llanos del Caudillo,llanos-del-caudillo,Ciudad Real,Castilla - La Mancha,-3.3527459,39.1180186,
13051,13,Luciana,luciana,Ciudad Real,Castilla - La Mancha,-4.2929638,38.9851676,
13052,13,Malagón,malagon,Ciudad Real,Castilla - La Mancha,-3.853225,39.1668064,
13053,13,Manzanares,manzanares,Ciudad Real,Castilla - La Mancha,-3.3716443,39.0042841,
13054,13,Membrilla,membrilla,Ciudad Real,Castilla - La Mancha,-3.3461408,38.9726307,
13055,13,Mestanza,mestanza,Ciudad Real,Castilla - La Mancha,-4.0691052,38.5763788,
13056,13,Miguelturra,miguelturra,Ciudad Real,Castilla - La Mancha,-3.8884417,38.9622034,
13057,13,Montiel,montiel,Ciudad Real,Castilla - La Mancha,-2.866439,38.6978849,
13058,13,Moral de Calatrava,moral-de-calatrava,Ciudad Real,Castilla - La Mancha,-3.577473,38.8273646,
13059,13,Navalpino,navalpino,Ciudad Real,Castilla - La Mancha,-4.590497,39.2255488,
13060,13,Navas de Estena,navas-de-estena,Ciudad Real,Castilla - La Mancha,-4.5192608,39.4938658,
13061,13,Pedro Muñoz,pedro-munoz,Ciudad Real,Castilla - La Mancha,-2.945068,39.4001148,
13062,13,Picón,picon,Ciudad Real,Castilla - La Mancha,-4.0606029,39.0513683,
13063,13,Piedrabuena,piedrabuena,Ciudad Real,Castilla - La Mancha,-4.1744145,39.0356538,
13064,13,Poblete,poblete,Ciudad Real,Castilla - La Mancha,-3.9811462,38.9359614,
13065,13,Porzuna,porzuna,Ciudad Real,Castilla - La Mancha,-4.1552154,39.1468093,
13066,13,Pozuelo de Calatrava,pozuelo-de-calatrava,Ciudad Real,Castilla - La Mancha,-3.8362694,38.9104971,
13067,13,"Pozuelos de Calatrava, Los",pozuelos-de-calatrava-los,Ciudad Real,Castilla - La Mancha,-4.166667,38.9,
13068,13,Puebla de Don Rodrigo,puebla-de-don-rodrigo,Ciudad Real,Castilla - La Mancha,-4.6172751,39.0833489,
13069,13,Puebla del Príncipe,puebla-del-principe,Ciudad Real,Castilla - La Mancha,-2.926335,38.5680197,
13070,13,Puerto Lápice,puerto-lapice,Ciudad Real,Castilla - La Mancha,-3.4807664,39.3238574,
13071,13,Puertollano,puertollano,Ciudad Real,Castilla - La Mancha,-4.1078877,38.6884458,
13072,13,Retuerta del Bullaque,retuerta-del-bullaque,Ciudad Real,Castilla - La Mancha,-4.4117789,39.4637642,
13901,13,"Robledo, El",robledo-el,Ciudad Real,Castilla - La Mancha,-4.9058888,39.6097501,
13902,13,Ruidera,ruidera,Ciudad Real,Castilla - La Mancha,-2.8845246,38.9762684,
13073,13,Saceruela,saceruela,Ciudad Real,Castilla - La Mancha,-4.6075948,38.9452035,
13074,13,San Carlos del Valle,san-carlos-del-valle,Ciudad Real,Castilla - La Mancha,-3.2413929,38.8443257,
13075,13,San Lorenzo de Calatrava,san-lorenzo-de-calatrava,Ciudad Real,Castilla - La Mancha,-3.8245062,38.476941,
13076,13,Santa Cruz de los Cáñamos,santa-cruz-de-los-canamos,Ciudad Real,Castilla - La Mancha,-2.8658155,38.6370127,
13077,13,Santa Cruz de Mudela,santa-cruz-de-mudela,Ciudad Real,Castilla - La Mancha,-3.4675075,38.6410776,
13078,13,Socuéllamos,socuellamos,Ciudad Real,Castilla - La Mancha,-2.7904302,39.2847115,
13080,13,Solana del Pino,solana-del-pino,Ciudad Real,Castilla - La Mancha,-4.0736978,38.4659372,
13079,13,"Solana, La",solana-la,Ciudad Real,Castilla - La Mancha,-4.0736978,38.4659372,
13081,13,Terrinches,terrinches,Ciudad Real,Castilla - La Mancha,-2.8383888,38.6088522,
13082,13,Tomelloso,tomelloso,Ciudad Real,Castilla - La Mancha,-3.0214475,39.1583745,
13083,13,Torralba de Calatrava,torralba-de-calatrava,Ciudad Real,Castilla - La Mancha,-3.7498571,39.0175087,
13084,13,Torre de Juan Abad,torre-de-juan-abad,Ciudad Real,Castilla - La Mancha,-3.0607501,38.5849156,
13085,13,Torrenueva,torrenueva,Ciudad Real,Castilla - La Mancha,-3.3615643,38.6389226,
13086,13,Valdemanco del Esteras,valdemanco-del-esteras,Ciudad Real,Castilla - La Mancha,-4.8300298,38.9388316,
13087,13,Valdepeñas,valdepenas,Ciudad Real,Castilla - La Mancha,-3.3876074,38.760524,
13088,13,Valenzuela de Calatrava,valenzuela-de-calatrava,Ciudad Real,Castilla - La Mancha,-3.7727167,38.8525648,
13089,13,Villahermosa,villahermosa,Ciudad Real,Castilla - La Mancha,-2.8714275,38.7500937,
13090,13,Villamanrique,villamanrique,Ciudad Real,Castilla - La Mancha,-2.9988098,38.5452068,
13091,13,Villamayor de Calatrava,villamayor-de-calatrava,Ciudad Real,Castilla - La Mancha,-4.1373026,38.7880386,
13092,13,Villanueva de la Fuente,villanueva-de-la-fuente,Ciudad Real,Castilla - La Mancha,-2.6959016,38.6927648,
13093,13,Villanueva de los Infantes,villanueva-de-los-infantes-ciudad-real,Ciudad Real,Castilla - La Mancha,-3.0115714,38.7340294,
13094,13,Villanueva de San Carlos,villanueva-de-san-carlos,Ciudad Real,Castilla - La Mancha,-3.9097713,38.6216074,
13095,13,Villar del Pozo,villar-del-pozo,Ciudad Real,Castilla - La Mancha,-3.9639307,38.8504891,
13096,13,Villarrubia de los Ojos,villarrubia-de-los-ojos,Ciudad Real,Castilla - La Mancha,-3.6076661,39.2192153,
13097,13,Villarta de San Juan,villarta-de-san-juan,Ciudad Real,Castilla - La Mancha,-3.4208141,39.2381177,
13098,13,Viso del Marqués,viso-del-marques,Ciudad Real,Castilla - La Mancha,-3.562291,38.5215968,
14001,14,Adamuz,adamuz,Córdoba,Andalucía,-4.524873,38.02736,
14002,14,Aguilar de la Frontera,aguilar-de-la-frontera,Córdoba,Andalucía,-4.656057,37.51503,
14003,14,Alcaracejos,alcaracejos,Córdoba,Andalucía,-4.967684,38.38823,
14004,14,Almedinilla,almedinilla,Córdoba,Andalucía,-4.091205,37.439,
14005,14,Almodóvar del Río,almodovar-del-rio,Córdoba,Andalucía,-5.019958,37.80959,
14006,14,Añora,anora,Córdoba,Andalucía,-4.897461,38.41099,
14007,14,Baena,baena,Córdoba,Andalucía,-4.326089,37.61441,
14008,14,Belalcázar,belalcazar,Córdoba,Andalucía,-5.167119,38.57843,
14009,14,Belmez,belmez,Córdoba,Andalucía,-5.208753,38.27234,
14010,14,Benamejí,benameji,Córdoba,Andalucía,-4.540418,37.26732,
14011,14,"Blázquez, Los",blazquez-los,Córdoba,Andalucía,-5.437517,38.4080129,
14012,14,Bujalance,bujalance,Córdoba,Andalucía,-4.383588,37.89657,
14013,14,Cabra,cabra,Córdoba,Andalucía,-4.425931,37.47437,
14014,14,Cañete de las Torres,canete-de-las-torres,Córdoba,Andalucía,-4.318819,37.86741,
14015,14,Carcabuey,carcabuey,Córdoba,Andalucía,-4.273436,37.44359,
14016,14,Cardeña,cardena,Córdoba,Andalucía,-4.32373,38.27047,
14017,14,"Carlota, La",carlota-la,Córdoba,Andalucía,-4.9337946,37.6726446,
14018,14,"Carpio, El",carpio-el,Córdoba,Andalucía,-4.7796307,37.865511,
14019,14,Castro del Río,castro-del-rio,Córdoba,Andalucía,-4.481579,37.68864,
14020,14,Conquista,conquista,Córdoba,Andalucía,-4.500968,38.40844,
14021,14,Córdoba,cordoba,Córdoba,Andalucía,-4.779152,37.88473,
14022,14,Doña Mencía,dona-mencia,Córdoba,Andalucía,-4.357603,37.55457,
14023,14,Dos Torres,dos-torres,Córdoba,Andalucía,-4.894932,38.44524,
14024,14,Encinas Reales,encinas-reales,Córdoba,Andalucía,-4.489717,37.27488,
14025,14,Espejo,espejo,Córdoba,Andalucía,-4.552363,37.68211,
14026,14,Espiel,espiel,Córdoba,Andalucía,-5.018202,38.18865,
14027,14,Fernán-Núñez,fernan-nunez,Córdoba,Andalucía,-4.723994,37.67226,
14028,14,Fuente la Lancha,fuente-la-lancha,Córdoba,Andalucía,-5.048906,38.42257,
14029,14,Fuente Obejuna,fuente-obejuna,Córdoba,Andalucía,-5.419834,38.26675,
14030,14,Fuente Palmera,fuente-palmera,Córdoba,Andalucía,-5.103904,37.70319,
14031,14,Fuente-Tójar,fuente-tojar,Córdoba,Andalucía,-4.148019,37.51163,
14032,14,"Granjuela, La",granjuela-la,Córdoba,Andalucía,-4.7688378,37.8966956,
