codigo municipio,id_provincia,nombre,slug,provincia,ccaa,lon,lat
22246,22,Beranuy,beranuy,Huesca,Aragón,0.5942218,42.3669415,
22055,22,Berbegal,berbegal,Huesca,Aragón,-0.0015523,41.96134,
22057,22,Bielsa,bielsa,Huesca,Aragón,0.2184766,42.6338,
22058,22,Bierge,bierge,Huesca,Aragón,-0.0829719,42.16133,
22059,22,Biescas,biescas,Huesca,Aragón,-0.3246984,42.62798,
22060,22,Binaced,binaced,Huesca,Aragón,0.2010187,41.82656,
22061,22,Binéfar,binefar,Huesca,Aragón,0.2937235,41.85286,
22062,22,Bisaurri,bisaurri,Huesca,Aragón,0.5070404,42.4967,
22063,22,Biscarrués,biscarrues,Huesca,Aragón,-0.7515044,42.22821,
22064,22,Blecua y Torres,blecua-y-torres,Huesca,Aragón,-0.1870271,42.05741,
22066,22,Boltaña,boltana,Huesca,Aragón,0.0698157,42.44247,
22067,22,Bonansa,bonansa,Huesca,Aragón,0.6676375,42.4271,
22068,22,Borau,borau,Huesca,Aragón,-0.5881645,42.65874,
22069,22,Broto,broto,Huesca,Aragón,-0.1235453,42.60481,
22072,22,Caldearenas,caldearenas,Huesca,Aragón,-0.4999619,42.39699,
22074,22,Campo,campo,Huesca,Aragón,0.3940125,42.40875,
22075,22,Camporrélls,camporrells,Huesca,Aragón,0.5218998,41.95886,
22076,22,Canal de Berdún,canal-de-berdun,Huesca,Aragón,-0.8584673,42.60377,
22077,22,Candasnos,candasnos,Huesca,Aragón,0.0641451,41.50383,
22078,22,Canfranc,canfranc,Huesca,Aragón,-0.5256487,42.71557,
22079,22,Capdesaso,capdesaso,Huesca,Aragón,-0.1854229,41.84393,
22080,22,Capella,capella,Huesca,Aragón,0.3961923,42.19704,
22081,22,Casbas de Huesca,casbas-de-huesca,Huesca,Aragón,-0.1404078,42.15627,
22083,22,Castejón de Monegros,castejon-de-monegros,Huesca,Aragón,-0.2399075,41.61756,
22084,22,Castejón de Sos,castejon-de-sos,Huesca,Aragón,0.4930989,42.5132,
22082,22,Castejón del Puente,castejon-del-puente,Huesca,Aragón,0.1569228,41.96238,
22085,22,Castelflorite,castelflorite,Huesca,Aragón,-0.0215957,41.80238,
22086,22,Castiello de Jaca,castiello-de-jaca,Huesca,Aragón,-0.5506048,42.6319,
22087,22,Castigaleu,castigaleu,Huesca,Aragón,0.5783337,42.20435,
22088,22,Castillazuelo,castillazuelo,Huesca,Aragón,0.0654169,42.06716,
22089,22,Castillonroy,castillonroy,Huesca,Aragón,0.5141938,41.88442,
22094,22,Chalamera,chalamera,Huesca,Aragón,0.1619226,41.66556,
22095,22,Chía,chia,Huesca,Aragón,0.4657107,42.52047,
22096,22,Chimillas,chimillas,Huesca,Aragón,-0.4507998,42.17066,
22090,22,Colungo,colungo,Huesca,Aragón,0.0645458,42.17274,
22099,22,Esplús,esplus,Huesca,Aragón,0.2743229,41.79845,
22102,22,Estada,estada,Huesca,Aragón,0.2348273,42.07153,
22103,22,Estadilla,estadilla,Huesca,Aragón,0.2439407,42.056,
22105,22,Estopiñán del Castillo,estopinan-del-castillo,Huesca,Aragón,0.5428858,41.99734,
22106,22,Fago,fago,Huesca,Aragón,-0.8654409,42.73519,
22107,22,Fanlo,fanlo,Huesca,Aragón,-0.0211814,42.58699,
22109,22,Fiscal,fiscal,Huesca,Aragón,-0.1211532,42.49565,
22110,22,Fonz,fonz,Huesca,Aragón,0.2583155,42.01005,
22111,22,Foradada del Toscar,foradada-del-toscar,Huesca,Aragón,0.3507822,42.41026,
22112,22,Fraga,fraga,Huesca,Aragón,0.3489263,41.52243,
22113,22,"Fueva, La",fueva-la,Huesca,Aragón,0.1519651,42.4125178,
22114,22,Gistaín,gistain,Huesca,Aragón,0.3360597,42.59116,
22115,22,"Grado, El",grado-el,Huesca,Aragón,0.2230006,42.1518058,
22116,22,Grañén,granen,Huesca,Aragón,-0.3692021,41.93995,
22117,22,Graus,graus,Huesca,Aragón,0.3389097,42.19274,
22119,22,Gurrea de Gállego,gurrea-de-gallego,Huesca,Aragón,-0.7621484,42.01335,
22122,22,Hoz de Jaca,hoz-de-jaca,Huesca,Aragón,-0.3062892,42.69039,
22908,22,Hoz y Costean,hoz-y-costean,Huesca,Aragón,0.1333333,42.13334,
22124,22,Huerto,huerto,Huesca,Aragón,-0.1666296,41.93188,
22125,22,Huesca,huesca,Huesca,Aragón,-0.408898,42.1401,
22126,22,Ibieca,ibieca,Huesca,Aragón,-0.2077939,42.16119,
22127,22,Igriés,igries,Huesca,Aragón,-0.4315612,42.21444,
22128,22,Ilche,ilche,Huesca,Aragón,0.0574015,41.95788,
22129,22,Isábena,isabena,Huesca,Aragón,0.527,42.31,
22130,22,Jaca,jaca,Huesca,Aragón,-0.5494531,42.57101,
22131,22,Jasa,jasa,Huesca,Aragón,-0.665348,42.69462,
22133,22,Labuerda,labuerda,Huesca,Aragón,0.1346856,42.452,
22135,22,Laluenga,laluenga,Huesca,Aragón,-0.0464519,42.00335,
22136,22,Lalueza,lalueza,Huesca,Aragón,-0.255536,41.84184,
22137,22,Lanaja,lanaja,Huesca,Aragón,-0.32952,41.77214,
22139,22,Laperdiguera,laperdiguera,Huesca,Aragón,-0.0464749,41.99125,
22141,22,Lascellas-Ponzano,lascellas-ponzano,Huesca,Aragón,-0.075216,42.06499,
22142,22,Lascuarre,lascuarre,Huesca,Aragón,0.5159816,42.19926,
22143,22,Laspaúles,laspaules,Huesca,Aragón,0.5984959,42.47078,
22144,22,Laspuña,laspuna,Huesca,Aragón,0.1536913,42.50342,
22149,22,Loarre,loarre,Huesca,Aragón,-0.6249158,42.31464,
22150,22,Loporzano,loporzano,Huesca,Aragón,-0.324034,42.16131,
22151,22,Loscorrales,loscorrales,Huesca,Aragón,-0.6408842,42.25349,
22905,22,Lupiñén-Ortilla,lupinen-ortilla,Huesca,Aragón,-0.5807649,42.17545,
22155,22,Monesma y Cajigar,monesma-y-cajigar,Huesca,Aragón,0.5972991,42.26012,
22156,22,Monflorite-Lascasas,monflorite-lascasas,Huesca,Aragón,-0.3563396,42.09462,
22157,22,Montanuy,montanuy,Huesca,Aragón,0.6956547,42.46497,
22158,22,Monzón,monzon,Huesca,Aragón,0.1946406,41.91031,
22160,22,Naval,naval,Huesca,Aragón,0.152271,42.1935,
22162,22,Novales,novales,Huesca,Aragón,-0.2884137,42.03196,
22163,22,Nueno,nueno,Huesca,Aragón,-0.4402177,42.26603,
22164,22,Olvena,olvena,Huesca,Aragón,0.2596299,42.10948,
22165,22,Ontiñena,ontinena,Huesca,Aragón,0.0884791,41.67529,
22167,22,Osso de Cinca,osso-de-cinca,Huesca,Aragón,0.1914486,41.66531,
22168,22,Palo,palo,Huesca,Aragón,0.24378,42.32282,
22170,22,Panticosa,panticosa,Huesca,Aragón,-0.282123,42.72368,
22172,22,Peñalba,penalba,Huesca,Aragón,-0.0384445,41.50001,
22173,22,"Peñas de Riglos, Las",penas-de-riglos-las,Huesca,Aragón,-0.7264394,42.3485414,
22174,22,Peralta de Alcofea,peralta-de-alcofea,Huesca,Aragón,-0.0664381,41.93196,
22175,22,Peralta de Calasanz,peralta-de-calasanz,Huesca,Aragón,0.3936722,42.01811,
22176,22,Peraltilla,peraltilla,Huesca,Aragón,-0.0169962,42.05527,
22177,22,Perarrúa,perarrua,Huesca,Aragón,0.3514397,42.26766,
22178,22,Pertusa,pertusa,Huesca,Aragón,-0.1273263,42.00211,
22181,22,Piracés,piraces,Huesca,Aragón,-0.3173049,42.00398,
22182,22,Plan,plan,Huesca,Aragón,-0.3333333,42.56667,
22184,22,Poleñino,polenino,Huesca,Aragón,-0.3096014,41.87049,
22186,22,Pozán de Vero,pozan-de-vero,Huesca,Aragón,0.0336244,42.08028,
22187,22,"Puebla de Castro, La",puebla-de-castro-la,Huesca,Aragón,0.2872454,42.1439442,
22188,22,Puente de Montañana,puente-de-montanana,Huesca,Aragón,0.6935181,42.15042,
22902,22,Puente la Reina de Jaca,puente-la-reina-de-jaca,Huesca,Aragón,-0.787348,42.56241,
22189,22,Puértolas,puertolas,Huesca,Aragón,0.132426,42.54812,
22190,22,"Pueyo de Araguás, El",pueyo-de-araguas-el,Huesca,Aragón,0.161398,42.47327,
22193,22,Pueyo de Santa Cruz,pueyo-de-santa-cruz,Huesca,Aragón,0.1572041,41.85814,
22195,22,Quicena,quicena,Huesca,Aragón,-0.3585494,42.14807,
22197,22,Robres,robres,Huesca,Aragón,-0.4609118,41.86637,
22199,22,Sabiñánigo,sabinanigo,Huesca,Aragón,-0.3650786,42.5197,
22200,22,Sahún,sahun,Huesca,Aragón,0.4648095,42.57606,
22201,22,Salas Altas,salas-altas,Huesca,Aragón,0.0712943,42.11472,
22202,22,Salas Bajas,salas-bajas,Huesca,Aragón,0.0836292,42.09966,
22203,22,Salillas,salillas,Huesca,Aragón,-0.2247787,41.99313,
22204,22,Sallent de Gállego,sallent-de-gallego,Huesca,Aragón,-0.3347842,42.77204,
22205,22,San Esteban de Litera,san-esteban-de-litera,Huesca,Aragón,0.3258535,41.90414,
22207,22,San Juan de Plan,san-juan-de-plan,Huesca,Aragón,0.3445169,42.5874,
22903,22,San Miguel del Cinca,san-miguel-del-cinca,Huesca,Aragón,0.0761111,41.82222,
22206,22,Sangarrén,sangarren,Huesca,Aragón,-0.4311999,42.01752,
22208,22,Santa Cilia,santa-cilia,Huesca,Aragón,-0.7136365,42.56117,
22209,22,Santa Cruz de la Serós,santa-cruz-de-la-seros,Huesca,Aragón,-0.6743599,42.52251,
22906,22,Santa María de Dulcis,santa-maria-de-dulcis,Huesca,Aragón,0.0238889,42.12139,
22212,22,Santaliestra y San Quílez,santaliestra-y-san-quilez,Huesca,Aragón,0.3654154,42.30676,
22213,22,Sariñena,sarinena,Huesca,Aragón,-0.1572419,41.79218,
22214,22,Secastilla,secastilla,Huesca,Aragón,0.2667636,42.18098,
22215,22,Seira,seira,Huesca,Aragón,0.4298865,42.48045,
22217,22,Sena,sena,Huesca,Aragón,-0.0437513,41.71468,
22218,22,Senés de Alcubierre,senes-de-alcubierre,Huesca,Aragón,-0.4904756,41.90733,
22220,22,Sesa,sesa,Huesca,Aragón,-0.2454906,41.99627,
22221,22,Sesué,sesue,Huesca,Aragón,0.4727303,42.55166,
22222,22,Siétamo,sietamo,Huesca,Aragón,-0.2796467,42.12341,
22223,22,Sopeira,sopeira,Huesca,Aragón,0.7468303,42.31677,
22904,22,"Sotonera, La",sotonera-la,Huesca,Aragón,-0.6039792,42.2475342,
22225,22,Tamarite de Litera,tamarite-de-litera,Huesca,Aragón,0.4220118,41.86698,
22226,22,Tardienta,tardienta,Huesca,Aragón,-0.538924,41.97935,
22227,22,Tella-Sin,tella-sin,Huesca,Aragón,0.2,42.58333,
22228,22,Tierz,tierz,Huesca,Aragón,-0.3533829,42.13257,
22229,22,Tolva,tolva,Huesca,Aragón,0.56399,42.11551,
22230,22,Torla-Ordesa,torla-ordesa,Huesca,Aragón,-0.1307797,42.6879808,
22232,22,Torralba de Aragón,torralba-de-aragon,Huesca,Aragón,-0.5106578,41.93518,
22233,22,Torre la Ribera,torre-la-ribera,Huesca,Aragón,0.5268245,42.37292,
22234,22,Torrente de Cinca,torrente-de-cinca,Huesca,Aragón,0.3348973,41.47287,
22235,22,Torres de Alcanadre,torres-de-alcanadre,Huesca,Aragón,-0.1109713,41.968,
22236,22,Torres de Barbués,torres-de-barbues,Huesca,Aragón,-0.4323657,41.95996,
22239,22,Tramaced,tramaced,Huesca,Aragón,-0.2976621,41.97267,
22242,22,Valfarta,valfarta,Huesca,Aragón,-0.1338425,41.55791,
22243,22,Valle de Bardají,valle-de-bardaji,Huesca,Aragón,0.4666667,42.43333,
22901,22,Valle de Hecho,valle-de-hecho,Huesca,Aragón,-0.7503078,42.7395,
22244,22,Valle de Lierp,valle-de-lierp,Huesca,Aragón,0.489,42.38,
22245,22,Velilla de Cinca,velilla-de-cinca,Huesca,Aragón,0.261464,41.587,
22909,22,Vencillón,vencillon,Huesca,Aragón,0.3219554,41.7051,
22247,22,Viacamp y Litera,viacamp-y-litera,Huesca,Aragón,0.6159651,42.12725,
22248,22,Vicién,vicien,Huesca,Aragón,-0.4401985,42.0555,
22249,22,Villanova,villanova,Huesca,Aragón,0.4618572,42.54668,
22250,22,Villanúa,villanua,Huesca,Aragón,-0.5308006,42.67982,
22251,22,Villanueva de Sigena,villanueva-de-sigena,Huesca,Aragón,-0.0088677,41.71533,
22252,22,Yebra de Basa,yebra-de-basa,Huesca,Aragón,-0.2820295,42.48631,
22253,22,Yésero,yesero,Huesca,Aragón,-0.2497312,42.61928,
22254,22,Zaidín,zaidin,Huesca,Aragón,0.266089,41.60407,
23001,23,Albanchez de Mágina,albanchez-de-magina,Jaén,Andalucía,-3.468285,37.79165,
23002,23,Alcalá la Real,alcala-la-real,Jaén,Andalucía,-3.925078,37.46358,
23003,23,Alcaudete,alcaudete,Jaén,Andalucía,-4.086735,37.59106,
23004,23,Aldeaquemada,aldeaquemada,Jaén,Andalucía,-3.371774,38.41182,
23005,23,Andújar,andujar,Jaén,Andalucía,-4.054391,38.03675,
23006,23,Arjona,arjona,Jaén,Andalucía,-4.054891,37.93648,
23007,23,Arjonilla,arjonilla,Jaén,Andalucía,-4.107027,37.97355,
23008,23,Arquillos,arquillos,Jaén,Andalucía,-3.430886,38.18201,
23905,23,Arroyo del Ojanco,arroyo-del-ojanco,Jaén,Andalucía,-2.894979,38.32092,
23009,23,Baeza,baeza,Jaén,Andalucía,-3.469237,37.99343,
23010,23,Bailén,bailen,Jaén,Andalucía,-3.774859,38.09588,
23011,23,Baños de la Encina,banos-de-la-encina,Jaén,Andalucía,-3.774258,38.17133,
23012,23,Beas de Segura,beas-de-segura,Jaén,Andalucía,-2.889883,38.25238,
23902,23,Bedmar y Garcíez,bedmar-y-garciez,Jaén,Andalucía,-3.411761,37.82271,
23014,23,Begíjar,begijar,Jaén,Andalucía,-3.53483,37.98452,
23015,23,Bélmez de la Moraleda,belmez-de-la-moraleda,Jaén,Andalucía,-3.38222,37.7239,
23016,23,Benatae,benatae,Jaén,Andalucía,-2.650866,38.35257,
23017,23,Cabra del Santo Cristo,cabra-del-santo-cristo,Jaén,Andalucía,-3.286108,37.70535,
23018,23,Cambil,cambil,Jaén,Andalucía,-3.565627,37.67691,
23019,23,Campillo de Arenas,campillo-de-arenas,Jaén,Andalucía,-3.635789,37.55593,
23020,23,Canena,canena,Jaén,Andalucía,-3.482172,38.04868,
23021,23,Carboneros,carboneros,Jaén,Andalucía,-3.631522,38.22952,
23901,23,Cárcheles,carcheles,Jaén,Andalucía,-3.635799,37.6533,
23024,23,"Carolina, La",carolina-la,Jaén,Andalucía,-3.7954223,37.758255,
23025,23,Castellar,castellar,Jaén,Andalucía,-3.131925,38.25621,
23026,23,Castillo de Locubín,castillo-de-locubin,Jaén,Andalucía,-3.943678,37.52826,
23027,23,Cazalilla,cazalilla,Jaén,Andalucía,-3.882231,37.9846,
23028,23,Cazorla,cazorla,Jaén,Andalucía,-3.002167,37.91055,
23029,23,Chiclana de Segura,chiclana-de-segura,Jaén,Andalucía,-3.042188,38.31147,
23030,23,Chilluévar,chilluevar,Jaén,Andalucía,-3.031099,38.00106,
23031,23,Escañuela,escanuela,Jaén,Andalucía,-4.033281,37.87872,
23032,23,Espelúy,espeluy,Jaén,Andalucía,-3.861802,38.03308,
23033,23,Frailes,frailes,Jaén,Andalucía,-3.838214,37.48515,
23034,23,Fuensanta de Martos,fuensanta-de-martos,Jaén,Andalucía,-3.906,37.64784,
23035,23,Fuerte del Rey,fuerte-del-rey,Jaén,Andalucía,-3.884589,37.87396,
23037,23,Génave,genave,Jaén,Andalucía,-2.732766,38.43014,
23038,23,"Guardia de Jaén, La",guardia-de-jaen-la,Jaén,Andalucía,-3.770252,37.7646811,
23039,23,Guarromán,guarroman,Jaén,Andalucía,-3.686501,38.18151,
23041,23,Higuera de Calatrava,higuera-de-calatrava,Jaén,Andalucía,-4.154945,37.7969,
23042,23,Hinojares,hinojares,Jaén,Andalucía,-2.999204,37.71555,
23043,23,Hornos,hornos,Jaén,Andalucía,-2.720247,38.21679,
23044,23,Huelma,huelma,Jaén,Andalucía,-3.455428,37.64524,
23045,23,Huesa,huesa,Jaén,Andalucía,-3.078167,37.76411,
23046,23,Ibros,ibros,Jaén,Andalucía,-3.502375,38.02261,
23047,23,"Iruela, La",iruela-la,Jaén,Andalucía,-3.7814777,37.8040612,
23048,23,Iznatoraf,iznatoraf,Jaén,Andalucía,-3.032914,38.15744,
23049,23,Jabalquinto,jabalquinto,Jaén,Andalucía,-3.724704,38.01932,
23050,23,Jaén,jaen,Jaén,Andalucía,-3.789518,37.76574,
23051,23,Jamilena,jamilena,Jaén,Andalucía,-3.912299,37.74709,
23052,23,Jimena,jimena,Jaén,Andalucía,-3.476529,37.84158,
23053,23,Jódar,jodar,Jaén,Andalucía,-3.352545,37.84398,
23040,23,Lahiguera,lahiguera,Jaén,Andalucía,-3.989164,37.97049,
23054,23,Larva,larva,Jaén,Andalucía,-3.20015,37.75892,
23055,23,Linares,linares,Jaén,Andalucía,-3.635844,38.09362,
23056,23,Lopera,lopera,Jaén,Andalucía,-4.214694,37.94367,
23057,23,Lupión,lupion,Jaén,Andalucía,-3.546936,37.99656,
23058,23,Mancha Real,mancha-real,Jaén,Andalucía,-3.612393,37.78617,
23059,23,Marmolejo,marmolejo,Jaén,Andalucía,-4.170608,38.04433,
23060,23,Martos,martos,Jaén,Andalucía,-3.966259,37.72278,
23061,23,Mengíbar,mengibar,Jaén,Andalucía,-3.808806,37.96833,
23062,23,Montizón,montizon,Jaén,Andalucía,-3.103404,38.34243,
23063,23,Navas de San Juan,navas-de-san-juan,Jaén,Andalucía,-3.315369,38.18464,
23064,23,Noalejo,noalejo,Jaén,Andalucía,-3.653675,37.52939,
23065,23,Orcera,orcera,Jaén,Andalucía,-2.664912,38.31738,
23066,23,Peal de Becerro,peal-de-becerro,Jaén,Andalucía,-3.121655,37.91332,
23067,23,Pegalajar,pegalajar,Jaén,Andalucía,-3.651098,37.73797,
23069,23,Porcuna,porcuna,Jaén,Andalucía,-4.184721,37.87086,
23070,23,Pozo Alcón,pozo-alcon,Jaén,Andalucía,-2.93436,37.70512,
23071,23,Puente de Génave,puente-de-genave,Jaén,Andalucía,-2.804408,38.35323,
23072,23,"Puerta de Segura, La",puerta-de-segura-la,Jaén,Andalucía,-3.7809621,37.7980506,
23073,23,Quesada,quesada,Jaén,Andalucía,-3.067591,37.8451,
23074,23,Rus,rus,Jaén,Andalucía,-3.462054,38.04807,
23075,23,Sabiote,sabiote,Jaén,Andalucía,-3.306595,38.06915,
23076,23,Santa Elena,santa-elena,Jaén,Andalucía,-3.539236,38.33911,
23077,23,Santiago de Calatrava,santiago-de-calatrava,Jaén,Andalucía,-4.169107,37.75299,
23904,23,Santiago-Pontones,santiago-pontones,Jaén,Andalucía,-2.55,38.1,
23079,23,Santisteban del Puerto,santisteban-del-puerto,Jaén,Andalucía,-3.206428,38.24746,
23080,23,Santo Tomé,santo-tome,Jaén,Andalucía,-3.101844,38.02818,
23081,23,Segura de la Sierra,segura-de-la-sierra,Jaén,Andalucía,-2.651513,38.29776,
23082,23,Siles,siles,Jaén,Andalucía,-2.58131,38.38734,
23084,23,Sorihuela del Guadalimar,sorihuela-del-guadalimar,Jaén,Andalucía,-3.054152,38.23954,
23085,23,Torreblascopedro,torreblascopedro,Jaén,Andalucía,-3.638916,37.99618,
23086,23,Torredelcampo,torredelcampo,Jaén,Andalucía,-3.9266502,37.807215,
23087,23,Torredonjimeno,torredonjimeno,Jaén,Andalucía,-3.959263,37.76543,
23088,23,Torreperogil,torreperogil,Jaén,Andalucía,-3.287597,38.0345,
23090,23,Torres,torres,Jaén,Andalucía,-3.510031,37.78608,
23091,23,Torres de Albánchez,torres-de-albanchez,Jaén,Andalucía,-2.677051,38.41451,
23092,23,Úbeda,ubeda,Jaén,Andalucía,-3.368519,38.00809,
23093,23,Valdepeñas de Jaén,valdepenas-de-jaen,Jaén,Andalucía,-3.819645,37.59034,
23094,23,Vilches,vilches,Jaén,Andalucía,-3.507662,38.20467,
23095,23,Villacarrillo,villacarrillo,Jaén,Andalucía,-3.087194,38.11541,
23096,23,Villanueva de la Reina,villanueva-de-la-reina,Jaén,Andalucía,-3.919512,38.00499,
23097,23,Villanueva del Arzobispo,villanueva-del-arzobispo,Jaén,Andalucía,-3.010099,38.16934,
23098,23,Villardompardo,villardompardo,Jaén,Andalucía,-4.001286,37.83969,
23099,23,"Villares, Los",villares-los,Jaén,Andalucía,-3.8184667,37.6873918,
23101,23,Villarrodrigo,villarrodrigo,Jaén,Andalucía,-2.636272,38.48793,
23903,23,Villatorres,villatorres,Jaén,Andalucía,-3.692753,37.9313,
24001,24,Acebedo,acebedo,León,Castilla y León,-5.1164993,43.0393967,
24002,24,Algadefe,algadefe,León,Castilla y León,-5.5847031,42.2194057,
24003,24,Alija del Infantado,alija-del-infantado,León,Castilla y León,-5.8340651,42.138709,
24004,24,Almanza,almanza,León,Castilla y León,-5.0358019,42.6576228,
24005,24,"Antigua, La",antigua-la,León,Castilla y León,-5.6908334,42.1788265,
24006,24,Ardón,ardon,León,Castilla y León,-5.559759,42.4366061,
24007,24,Arganza,arganza,León,Castilla y León,-6.6882062,42.6416574,
24008,24,Astorga,astorga,León,Castilla y León,-6.0532511,42.4549303,
24009,24,Balboa,balboa,León,Castilla y León,-6.9225906,42.7056269,
24010,24,"Bañeza, La",baneza-la,León,Castilla y León,-5.5700074,42.6074636,
24011,24,Barjas,barjas,León,Castilla y León,-6.9782432,42.6111204,
24012,24,"Barrios de Luna, Los",barrios-de-luna-los,León,Castilla y León,-5.8700672,42.8350123,
24014,24,Bembibre,bembibre,León,Castilla y León,-6.4161658,42.6173638,
24015,24,Benavides,benavides,León,Castilla y León,-5.8981587,42.5026217,
24016,24,Benuza,benuza,León,Castilla y León,-6.7094893,42.3998953,
24017,24,Bercianos del Páramo,bercianos-del-paramo,León,Castilla y León,-5.7043187,42.380497,
24018,24,Bercianos del Real Camino,bercianos-del-real-camino,León,Castilla y León,-5.1438584,42.3873773,
24019,24,Berlanga del Bierzo,berlanga-del-bierzo,León,Castilla y León,-6.6003638,42.7304458,
24020,24,Boca de Huérgano,boca-de-huergano,León,Castilla y León,-4.9253565,42.9726326,
24021,24,Boñar,bonar,León,Castilla y León,-5.3235259,42.8661879,
24022,24,Borrenes,borrenes,León,Castilla y León,-6.7259852,42.4915196,
24023,24,Brazuelo,brazuelo,León,Castilla y León,-6.1560126,42.4966836,
24024,24,"Burgo Ranero, El",burgo-ranero-el,León,Castilla y León,-5.208592,42.425753,
24025,24,Burón,buron,León,Castilla y León,-5.0501107,43.0241737,
24026,24,Bustillo del Páramo,bustillo-del-paramo,León,Castilla y León,-5.7912242,42.4410687,
24027,24,Cabañas Raras,cabanas-raras,León,Castilla y León,-6.6374517,42.6203117,
24028,24,Cabreros del Río,cabreros-del-rio,León,Castilla y León,-5.541386,42.4019668,
24029,24,Cabrillanes,cabrillanes,León,Castilla y León,-6.149716,42.9531318,
24030,24,Cacabelos,cacabelos,León,Castilla y León,-6.7259138,42.598666,
24031,24,Calzada del Coto,calzada-del-coto,León,Castilla y León,-5.080041,42.3877671,
24032,24,Campazas,campazas,León,Castilla y León,-5.4928564,42.1413819,
24033,24,Campo de Villavidel,campo-de-villavidel,León,Castilla y León,-5.5269541,42.4394163,
24034,24,Camponaraya,camponaraya,León,Castilla y León,-6.6673978,42.5784571,
24036,24,Candín,candin,León,Castilla y León,-6.7283262,42.8168668,
24037,24,Cármenes,carmenes,León,Castilla y León,-5.5768249,42.9585348,
24038,24,Carracedelo,carracedelo,León,Castilla y León,-6.7326972,42.5559174,
24039,24,Carrizo,carrizo,León,Castilla y León,-5.8292753,42.5839551,
24040,24,Carrocera,carrocera,León,Castilla y León,-5.7434763,42.7963997,
24041,24,Carucedo,carucedo,León,Castilla y León,-6.7614441,42.490042,
24042,24,Castilfalé,castilfale,León,Castilla y León,-5.4207925,42.219885,
24043,24,Castrillo de Cabrera,castrillo-de-cabrera,León,Castilla y León,-6.5445185,42.3404021,
24044,24,Castrillo de la Valduerna,castrillo-de-la-valduerna,León,Castilla y León,-6.1343506,42.3244805,
24046,24,Castrocalbón,castrocalbon,León,Castilla y León,-5.9812748,42.1969598,
24047,24,Castrocontrigo,castrocontrigo,León,Castilla y León,-6.1904894,42.1834008,
24049,24,Castropodame,castropodame,León,Castilla y León,-6.4683271,42.5820577,
24050,24,Castrotierra de Valmadrigal,castrotierra-de-valmadrigal,León,Castilla y León,-5.2468991,42.3471359,
24051,24,Cea,cea,León,Castilla y León,-5.0123953,42.4618276,
24052,24,Cebanico,cebanico,León,Castilla y León,-5.026373,42.724798,
24053,24,Cebrones del Río,cebrones-del-rio,León,Castilla y León,-5.8254944,42.2565985,
24065,24,Chozas de Abajo,chozas-de-abajo,León,Castilla y León,-5.6872159,42.5074541,
24054,24,Cimanes de la Vega,cimanes-de-la-vega,León,Castilla y León,-5.599806,42.1183537,
24055,24,Cimanes del Tejar,cimanes-del-tejar,León,Castilla y León,-5.8050617,42.6181992,
24056,24,Cistierna,cistierna,León,Castilla y León,-5.1288744,42.8039686,
24057,24,Congosto,congosto,León,Castilla y León,-6.5203088,42.6181348,
24058,24,Corbillos de los Oteros,corbillos-de-los-oteros,León,Castilla y León,-5.4591063,42.407444,
24059,24,Corullón,corullon,León,Castilla y León,-6.8196922,42.5787434,
24060,24,Crémenes,cremenes,León,Castilla y León,-5.1438584,42.9035693,
24061,24,Cuadros,cuadros,León,Castilla y León,-5.6398802,42.7087418,
24062,24,Cubillas de los Oteros,cubillas-de-los-oteros,León,Castilla y León,-5.5085913,42.3716728,
24063,24,Cubillas de Rueda,cubillas-de-rueda,León,Castilla y León,-5.1761201,42.6559503,
24064,24,Cubillos del Sil,cubillos-del-sil,León,Castilla y León,-6.5640882,42.6236268,
24066,24,Destriana,destriana,León,Castilla y León,-6.0954574,42.3272395,
24067,24,Encinedo,encinedo,León,Castilla y León,-6.5940225,42.2711492,
24068,24,"Ercina, La",ercina-la,León,Castilla y León,-5.2121257,42.8095771,
24069,24,Escobar de Campos,escobar-de-campos,León,Castilla y León,-4.9659361,42.3132873,
24070,24,Fabero,fabero,León,Castilla y León,-6.6237322,42.7673954,
24071,24,Folgoso de la Ribera,folgoso-de-la-ribera,León,Castilla y León,-6.3200696,42.6438462,
24073,24,Fresno de la Vega,fresno-de-la-vega,León,Castilla y León,-5.5361376,42.3458155,
24074,24,Fuentes de Carbajal,fuentes-de-carbajal,León,Castilla y León,-5.4469872,42.1768114,
24076,24,Garrafe de Torío,garrafe-de-torio,León,Castilla y León,-5.5230187,42.7327039,
24077,24,Gordaliza del Pino,gordaliza-del-pino,León,Castilla y León,-5.1581947,42.3437932,
24078,24,Gordoncillo,gordoncillo,León,Castilla y León,-5.4020655,42.1352517,
24079,24,Gradefes,gradefes,León,Castilla y León,-5.2273201,42.6246435,
24080,24,Grajal de Campos,grajal-de-campos,León,Castilla y León,-5.0201964,42.320446,
24081,24,Gusendos de los Oteros,gusendos-de-los-oteros,León,Castilla y León,-5.4302867,42.3775519,
24082,24,Hospital de Órbigo,hospital-de-orbigo,León,Castilla y León,-5.8815485,42.4627248,
24083,24,Igüeña,iguena,León,Castilla y León,-6.2767657,42.7279655,
24084,24,Izagre,izagre,León,Castilla y León,-5.257344,42.2237967,
24086,24,Joarilla de las Matas,joarilla-de-las-matas,León,Castilla y León,-5.1777499,42.2876521,
24087,24,Laguna Dalga,laguna-dalga,León,Castilla y León,-5.7523644,42.3321095,
24088,24,Laguna de Negrillos,laguna-de-negrillos,León,Castilla y León,-5.6602562,42.2384488,
